ueid,session_id,avgcqi,avgmcs,avgri,avg_rv0_tx,tbler,session_rca
17123,139883,2.95,26.79,1.39,9.0,76.92,Channel Quality Bad
17207,178808,3.14,14.37,2.14,8.0,0.0,Channel Quality Bad
17024,264009,6.72,23.35,3.18,3.0,0.0,No_TX
17024,263709,12.22,26.58,1.94,4.0,0.0,No_TX
17207,178358,1.81,9.37,2.09,7.0,0.0,Channel Quality Bad
17208,159157,7.56,12.37,2.74,3.25,0.0,No_TX
17207,175808,2.3,7.34,2.6,8.67,0.0,Channel Quality Bad
17018,118506,14.35,10.6,2.35,7.0,0.0,Good UE
17024,260934,1.06,13.48,2.41,2.0,0.0,No_TX
17208,155107,10.71,10.69,2.53,2.75,0.0,No_TX
17024,260334,2.48,23.73,3.89,2.0,0.0,No_TX
17024,260184,12.54,8.76,2.18,4.0,0.0,No_TX
17207,173108,2.27,15.88,2.55,8.0,0.0,Channel Quality Bad
17208,152557,4.4,15.45,2.43,1.75,0.0,No_TX
17123,134183,1.45,6.73,2.11,6.0,76.92,Channel Quality Bad
17207,172808,2.35,9.76,2.23,8.33,0.0,Channel Quality Bad
17024,257259,6.04,7.14,1.01,0.0,0.0,No_TX
17207,169358,3.26,11.66,3.03,8.0,0.0,Channel Quality Bad
17024,256734,0.76,12.79,3.24,2.0,0.0,No_TX
17207,168833,2.17,10.74,3.52,8.33,0.0,Channel Quality Bad
17205,292584,13.27,15.44,1.51,6.0,0.0,Good UE
17207,166058,2.34,11.95,1.98,7.0,0.0,Channel Quality Bad
17123,128633,0.8,2.4,3.17,6.0,76.92,Channel Quality Bad
17024,254409,10.43,22.41,2.8,0.0,0.0,No_TX
17207,169808,0.51,8.08,2.81,8.67,0.0,Channel Quality Bad
17207,165008,2.99,12.32,2.72,3.67,0.0,Channel Quality Bad
17025,180806,11.02,7.8,3.32,6.5,0.0,Good UE
17022,252809,11.35,16.05,1.94,7.11,0.0,Good UE
17025,179981,12.1,9.42,1.83,8.5,0.0,Good UE
17022,251759,10.98,13.12,2.89,7.56,0.0,Good UE
17209,179682,12.44,9.2,3.0,7.67,0.93,Good UE
17022,251684,11.44,16.28,2.4,8.0,0.0,Good UE
17206,142482,13.33,10.05,1.82,8.33,0.0,Good UE
17019,212834,12.81,14.77,2.31,8.5,0.0,Good UE
17021,232559,11.75,12.69,2.72,7.11,0.0,Good UE
17206,141807,13.78,16.83,2.63,7.67,0.0,Good UE
17019,212234,13.73,9.22,3.09,6.5,0.0,Good UE
17018,122081,12.73,11.05,2.88,6.0,0.0,Good UE
17204,158458,14.07,9.81,1.18,7.5,2.63,Good UE
17022,248909,10.51,12.38,2.12,8.11,0.0,Good UE
17021,230609,12.63,11.77,2.38,8.56,0.0,Good UE
17022,248534,12.3,14.03,2.86,7.0,0.0,Good UE
17205,304109,13.73,20.42,1.39,9.0,0.0,Good UE
17022,248309,12.65,12.95,2.46,7.11,0.0,Good UE
17020,141206,12.79,9.09,1.77,7.0,0.0,Good UE
17018,119531,8.96,5.04,3.06,8.33,0.0,Good UE
17209,175857,9.44,13.68,1.79,7.33,0.93,Good UE
17164,284834,14.02,0.21,2.23,5.0,0.0,MCS Limitation
17164,284759,8.98,4.66,2.64,8.0,0.0,MCS Limitation
17023,155906,14.27,2.86,2.54,7.0,0.0,MCS Limitation
17164,284534,13.97,2.12,1.68,3.0,0.0,MCS Limitation
17204,155683,13.5,11.25,3.12,7.5,2.63,Good UE
17021,228584,11.93,15.41,1.9,7.89,0.0,Good UE
17164,284084,6.46,0.22,2.94,9.0,0.0,MCS Limitation
17018,117881,11.45,7.57,2.31,8.33,0.0,Good UE
17019,208709,14.22,1.96,3.56,7.5,0.0,Good UE
17017,119607,13.14,11.84,2.7,8.25,0.0,Good UE
17023,154181,14.07,4.92,3.6,8.0,0.0,MCS Limitation
17164,282884,8.23,4.95,1.02,8.0,0.0,MCS Limitation
17025,172031,12.23,16.91,3.54,8.0,0.0,Good UE
17022,245309,11.65,15.39,2.53,6.67,0.0,Good UE
17206,137307,9.82,19.49,2.09,8.67,0.0,Good UE
17206,136932,11.59,15.47,1.88,8.33,0.0,Good UE
17025,170606,14.47,23.6,2.42,4.5,0.0,Good UE
17017,118032,11.66,16.43,2.46,7.5,0.0,Good UE
17019,206009,13.95,15.66,1.97,7.5,0.0,Good UE
17018,114881,10.27,19.75,1.92,7.67,0.0,Good UE
17164,280709,6.0,4.43,2.73,7.0,0.0,MCS Limitation
17023,151031,13.9,0.15,1.48,7.0,0.0,MCS Limitation
17022,242834,11.61,16.67,2.78,8.0,0.0,Good UE
17205,298259,10.96,15.47,2.32,6.5,0.0,Good UE
17023,150656,6.13,3.2,1.78,6.0,0.0,MCS Limitation
17022,242234,12.22,15.39,2.15,8.22,0.0,Good UE
17022,241634,12.74,14.76,2.46,7.56,0.0,Good UE
17025,167681,14.1,14.18,2.59,5.5,0.0,Good UE
17021,223334,12.24,15.05,2.36,8.56,0.0,Good UE
17020,134681,12.56,9.51,1.15,5.0,0.0,Good UE
17206,133182,9.95,17.34,1.68,8.0,0.0,Good UE
17204,148333,12.58,0.97,3.03,6.0,2.63,Good UE
17023,149606,12.16,4.84,2.08,8.0,0.0,MCS Limitation
17025,167156,14.17,17.08,3.03,7.0,0.0,Good UE
17022,239909,13.56,13.7,2.93,7.44,0.0,Good UE
17017,113532,13.23,23.02,2.29,7.25,0.0,Good UE
17021,221984,13.02,10.12,2.77,8.56,0.0,Good UE
17017,113307,12.04,18.01,2.69,8.0,0.0,Good UE
17205,295484,11.6,11.27,2.36,7.5,0.0,Good UE
17018,109781,12.22,15.5,2.3,7.67,0.0,Good UE
17164,277034,6.57,2.09,1.39,9.0,0.0,MCS Limitation
17017,112182,11.65,16.93,2.21,7.5,0.0,Good UE
17206,128982,9.51,9.74,3.34,8.0,0.0,Good UE
17023,146981,10.65,4.75,3.63,6.0,0.0,MCS Limitation
17017,111357,13.12,13.41,3.41,8.0,0.0,Good UE
17022,237584,12.54,13.57,2.34,8.11,0.0,Good UE
17021,219659,10.4,16.61,2.29,6.11,0.0,Good UE
17021,219584,11.97,15.24,2.63,7.0,0.0,Good UE
17023,145256,10.93,4.19,1.43,5.0,0.0,MCS Limitation
17023,160856,11.56,0.33,1.09,7.0,0.0,MCS Limitation
17018,121856,10.2,20.26,1.99,7.0,0.0,Good UE
17206,142032,12.28,16.51,3.51,7.67,0.0,Good UE
17204,156058,14.13,8.42,2.49,9.0,2.63,Good UE
17025,176981,11.32,13.05,2.01,9.0,0.0,Good UE
17164,289634,8.2,4.52,1.8,9.0,0.0,MCS Limitation
17023,157481,11.18,4.74,2.96,9.0,0.0,MCS Limitation
17017,121557,11.45,6.22,2.06,7.5,0.0,Good UE
17022,249809,11.41,12.87,2.67,7.56,0.0,Good UE
17164,287459,8.17,2.62,1.11,7.0,0.0,MCS Limitation
17019,211259,13.27,9.79,2.34,6.5,0.0,Good UE
17205,305384,13.03,12.2,1.67,9.0,0.0,Good UE
17164,286934,8.89,0.41,3.83,8.0,0.0,MCS Limitation
17164,286859,8.18,2.98,1.32,7.0,0.0,MCS Limitation
17204,151858,10.66,10.29,2.13,7.0,2.63,Good UE
17206,135807,12.51,7.21,2.71,7.33,0.0,Good UE
17206,135732,13.62,9.92,3.07,7.33,0.0,Good UE
17205,302684,11.96,15.33,2.0,7.5,0.0,Good UE
17164,284159,7.39,4.58,2.52,9.0,0.0,MCS Limitation
17019,207734,12.24,11.95,2.68,8.0,0.0,Good UE
17023,152381,11.77,0.77,1.71,8.0,0.0,MCS Limitation
17021,228509,12.12,14.92,2.38,7.67,0.0,Good UE
17206,134832,10.87,5.98,2.16,6.0,0.0,Good UE
17204,149833,12.13,9.97,2.71,6.5,2.63,Good UE
17164,282209,12.23,4.01,1.81,7.0,0.0,MCS Limitation
17019,207059,12.13,13.47,2.76,8.0,0.0,Good UE
17017,114882,11.82,13.74,2.65,7.25,0.0,Good UE
17023,151106,8.27,3.44,3.94,9.0,0.0,MCS Limitation
17017,113457,13.8,10.39,2.49,7.75,0.0,Good UE
17164,280334,14.05,0.88,1.35,8.0,0.0,MCS Limitation
17025,171131,12.76,14.33,2.23,7.0,0.0,Good UE
17022,241184,11.32,17.71,3.04,6.89,0.0,Good UE
17017,112407,12.44,10.41,2.68,7.75,0.0,Good UE
17205,297209,10.4,13.97,3.29,8.5,0.0,Good UE
17023,148181,7.87,1.56,3.69,9.0,0.0,MCS Limitation
17021,224984,11.15,12.56,2.92,8.11,0.0,Good UE
17025,170006,13.93,24.7,2.33,8.0,0.0,Good UE
17020,133856,9.4,12.17,2.3,6.5,0.0,Good UE
17023,146531,6.19,4.86,2.81,9.0,0.0,MCS Limitation
17164,276809,9.33,3.16,2.68,9.0,0.0,MCS Limitation
17022,237659,11.38,12.17,2.31,8.22,0.0,Good UE
17018,126131,11.63,11.55,2.67,6.67,0.0,Good UE
17022,252734,12.72,7.94,2.95,7.89,0.0,Good UE
17018,125156,13.14,6.51,2.73,9.0,0.0,Good UE
17020,128831,11.57,5.2,1.55,8.0,0.0,Good UE
17023,161531,9.11,2.86,1.0,4.0,0.0,MCS Limitation
17164,273509,8.41,3.22,3.57,9.0,0.0,MCS Limitation
17022,251234,12.76,11.54,2.49,8.11,0.0,Good UE
17018,123431,11.34,10.54,2.73,6.33,0.0,Good UE
17209,179757,11.3,17.7,2.93,8.33,0.93,Good UE
17205,304709,12.51,15.52,3.86,8.0,0.0,Good UE
17209,177807,10.8,19.59,2.91,8.0,0.93,Good UE
17021,231059,11.77,15.41,2.7,6.89,0.0,Good UE
17018,120356,14.05,20.15,2.3,6.33,0.0,Good UE
17164,286334,14.27,1.72,2.21,9.0,0.0,MCS Limitation
17205,301634,11.16,21.42,3.55,6.0,0.0,Good UE
17021,229109,12.63,8.48,2.6,7.56,0.0,Good UE
17025,175781,9.39,18.98,2.35,8.0,0.0,Good UE
17020,140231,12.36,10.37,1.29,8.5,0.0,Good UE
17017,118407,9.87,12.92,2.7,5.75,0.0,Good UE
17209,176082,10.92,11.03,2.16,8.0,0.93,Good UE
17164,283859,10.6,3.97,1.03,8.0,0.0,MCS Limitation
17025,173981,11.43,13.6,3.0,8.0,0.0,Good UE
17206,138132,10.92,18.04,2.75,7.0,0.0,Good UE
17018,117281,12.99,9.76,1.39,6.33,0.0,Good UE
17164,281534,6.36,3.25,2.22,5.0,0.0,MCS Limitation
17204,151483,13.71,12.19,2.31,6.5,2.63,Good UE
17018,114731,13.15,8.46,1.78,8.67,0.0,Good UE
17164,280859,9.1,2.47,2.31,6.0,0.0,MCS Limitation
17017,114957,10.85,15.87,2.53,8.0,0.0,Good UE
17022,240809,12.85,18.09,2.3,7.67,0.0,Good UE
17209,169332,12.22,11.05,3.29,8.33,0.93,Good UE
17025,169631,10.21,16.56,3.04,9.0,0.0,Good UE
17023,151481,10.93,0.6,2.31,6.0,0.0,MCS Limitation
17019,205034,10.99,6.41,1.8,8.0,0.0,Good UE
17206,132507,14.13,9.47,2.83,6.33,0.0,Good UE
17021,222659,13.45,17.1,2.42,8.0,0.0,Good UE
17206,132357,10.38,20.0,1.64,8.0,0.0,Good UE
17018,112406,12.0,18.13,2.97,6.33,0.0,Good UE
17209,166557,14.48,16.13,2.48,7.0,0.93,Good UE
17020,129581,12.86,24.74,1.92,8.0,0.0,Good UE
17206,130107,13.98,17.98,2.72,6.67,0.0,Good UE
17017,112332,13.6,10.51,1.89,8.5,0.0,Good UE
17204,147058,10.85,15.68,3.38,8.0,2.63,Good UE
17020,129206,13.02,8.61,1.57,9.0,0.0,Good UE
17023,148481,8.82,3.13,3.42,7.0,0.0,MCS Limitation
17206,129582,12.24,5.47,2.38,8.67,0.0,Good UE
17021,219959,11.02,14.6,2.36,6.89,0.0,Good UE
17023,146081,6.73,0.03,1.62,8.0,0.0,MCS Limitation
17022,236384,12.85,15.11,2.6,7.78,0.0,Good UE
17018,109706,12.44,19.75,2.97,8.67,0.0,Good UE
17021,218309,10.03,12.16,2.99,7.0,0.0,Good UE
17023,145931,12.31,3.85,2.42,6.0,0.0,MCS Limitation
17209,163707,13.2,10.82,3.15,7.33,0.93,Good UE
17209,177882,13.91,15.17,2.07,8.0,0.93,Good UE
17025,176756,12.17,18.53,2.66,8.5,0.0,Good UE
17206,140607,12.01,15.31,1.69,8.0,0.0,Good UE
17204,156808,13.78,10.0,2.57,6.5,2.63,Good UE
17205,303059,12.68,15.55,2.06,8.5,0.0,Good UE
17204,155908,12.21,11.44,2.41,7.5,2.63,Good UE
17021,228059,12.02,15.15,2.97,8.0,0.0,Good UE
17204,154933,13.27,7.41,1.86,7.5,2.63,Good UE
17205,301484,11.66,12.13,2.63,9.0,0.0,Good UE
17020,136931,10.21,11.07,1.95,8.5,0.0,Good UE
17209,171132,13.83,14.63,2.62,8.0,0.93,Good UE
17025,168131,11.31,15.56,2.69,7.0,0.0,Good UE
17018,110906,12.51,11.14,2.34,7.0,0.0,Good UE
17018,110681,11.04,12.2,3.2,7.33,0.0,Good UE
17020,133031,11.4,15.4,2.89,3.5,0.0,Good UE
17204,161683,12.52,15.53,1.78,8.5,2.63,Good UE
17025,179531,10.24,19.77,2.13,8.0,0.0,Good UE
17205,290684,13.98,9.44,3.88,6.0,0.0,Good UE
17204,157408,11.23,5.01,2.8,8.5,2.63,Good UE
17018,118406,13.05,14.64,2.81,5.67,0.0,Good UE
17204,148558,11.39,8.67,2.58,9.0,2.63,Good UE
17020,136031,12.46,10.8,1.81,9.0,0.0,Good UE
17205,296834,9.13,25.43,3.26,7.5,0.0,Good UE
17205,293309,12.49,20.06,2.62,9.0,0.0,Good UE
17205,293009,11.38,14.08,3.91,6.5,0.0,Good UE
17020,131306,14.03,10.96,2.71,5.5,0.0,Good UE
17205,304484,11.49,10.64,1.74,7.0,0.0,Good UE
17206,143457,13.7,16.78,2.36,8.0,0.0,Good UE
17209,178182,10.94,12.75,2.25,8.33,0.93,Good UE
17019,210059,8.42,13.94,2.77,7.0,0.0,Good UE
17204,152308,11.96,15.11,2.49,6.5,2.63,Good UE
17018,117356,11.86,9.53,2.96,6.33,0.0,Good UE
17205,298634,6.3,17.25,2.84,8.5,0.0,Good UE
17019,208034,9.94,6.95,2.59,6.0,0.0,Good UE
17017,114582,11.83,12.97,2.46,7.0,0.0,Good UE
17209,169482,13.2,17.29,2.43,7.33,0.93,Good UE
17020,134381,10.91,5.97,3.7,7.5,0.0,Good UE
17017,114282,11.54,12.99,1.96,6.75,0.0,Good UE
17020,133181,13.8,16.13,2.82,7.0,0.0,Good UE
17021,221759,11.68,7.53,2.15,6.56,0.0,Good UE
17021,219809,12.86,11.47,2.74,8.22,0.0,Good UE
17206,128082,12.45,5.08,3.36,7.67,0.0,Good UE
17019,216509,9.43,16.24,2.51,8.5,0.0,Good UE
17207,179158,1.56,21.86,2.96,6.67,0.0,Channel Quality Bad
17207,178483,1.58,4.93,2.62,8.33,0.0,Channel Quality Bad
17123,141358,4.4,3.34,2.42,9.0,76.92,Channel Quality Bad
17208,159582,6.57,16.06,3.23,0.75,0.0,No_TX
17207,176983,3.93,10.66,2.76,7.67,0.0,Channel Quality Bad
17208,158382,9.79,14.98,3.08,2.75,0.0,No_TX
17207,173833,1.92,14.52,2.92,8.33,0.0,Channel Quality Bad
17123,134533,2.63,9.83,2.51,9.0,76.92,Channel Quality Bad
17024,259334,7.84,8.13,2.59,0.0,0.0,No_TX
17123,133033,2.75,16.7,3.29,9.0,76.92,Channel Quality Bad
17207,167458,3.63,17.72,2.77,8.0,0.0,Channel Quality Bad
17024,254984,3.43,10.94,1.16,4.0,0.0,No_TX
17123,128533,4.25,9.99,3.36,8.0,76.92,Channel Quality Bad
17024,270959,10.28,11.21,1.64,4.0,0.0,No_TX
17123,128383,2.87,19.32,3.82,8.0,76.92,Channel Quality Bad
17020,129731,13.58,11.31,3.87,8.0,0.0,Good UE
17123,143683,2.73,20.15,2.51,9.0,76.92,Channel Quality Bad
17019,213434,14.39,12.18,1.64,8.5,0.0,Good UE
17025,176681,7.68,11.71,2.33,7.0,0.0,Good UE
17123,142933,1.64,0.46,1.17,6.0,76.92,Channel Quality Bad
17024,265334,14.92,8.98,2.42,4.0,0.0,No_TX
17123,140758,3.7,13.33,1.49,8.0,76.92,Channel Quality Bad
17024,263009,13.09,25.03,2.76,4.0,0.0,No_TX
17208,152382,2.28,16.9,2.95,2.5,0.0,No_TX
17207,170158,2.18,13.93,1.83,7.67,0.0,Channel Quality Bad
17208,147507,8.84,16.09,2.46,2.75,0.0,No_TX
17208,147057,4.22,11.28,3.27,1.75,0.0,No_TX
17208,146232,9.15,14.43,2.27,2.25,0.0,No_TX
17208,146157,4.32,16.01,2.61,2.25,0.0,No_TX
17024,255509,8.41,14.79,3.91,0.0,0.0,No_TX
17024,254159,9.1,22.56,3.98,4.0,0.0,No_TX
17024,271709,14.75,24.96,1.32,0.0,0.0,No_TX
17123,129658,3.31,18.79,1.19,8.0,76.92,Channel Quality Bad
17208,161532,8.35,14.72,3.36,2.75,0.0,No_TX
17123,129133,3.08,25.04,3.72,5.0,76.92,Channel Quality Bad
17207,163858,2.76,13.08,2.49,7.67,0.0,Channel Quality Bad
17208,158832,6.94,14.04,2.9,0.5,0.0,No_TX
17024,267134,6.62,17.58,1.06,0.0,0.0,No_TX
17123,141433,4.41,8.43,2.73,8.0,76.92,Channel Quality Bad
17208,156882,5.07,19.94,2.5,1.5,0.0,No_TX
17208,156732,8.7,13.14,1.84,0.25,0.0,No_TX
17123,140458,1.41,0.09,2.48,8.0,76.92,Channel Quality Bad
17207,176233,2.36,16.78,1.82,7.67,0.0,Channel Quality Bad
17208,155307,4.49,16.09,2.89,1.5,0.0,No_TX
17024,264134,6.7,12.06,3.44,0.0,0.0,No_TX
17024,264059,8.37,19.21,3.47,1.0,0.0,No_TX
17207,174058,2.17,10.29,1.89,6.0,0.0,Channel Quality Bad
17123,136708,0.6,15.45,2.17,8.0,76.92,Channel Quality Bad
17024,260759,4.29,4.31,2.17,3.0,0.0,No_TX
17025,170981,13.42,2.84,1.8,7.0,0.0,Good UE
17208,150507,8.04,10.11,2.74,3.25,0.0,No_TX
17024,260084,6.58,6.84,2.19,0.0,0.0,No_TX
17024,258959,8.05,0.47,3.57,0.0,0.0,No_TX
17208,147807,7.24,15.04,2.72,2.25,0.0,No_TX
17123,130933,5.0,5.04,1.08,6.0,76.92,Channel Quality Bad
17123,127558,3.04,20.07,2.94,7.0,76.92,Channel Quality Bad
17207,180508,2.13,9.09,1.77,8.67,0.0,Channel Quality Bad
17164,344609,8.69,2.18,1.98,7.0,0.0,MCS Limitation
17025,217707,11.66,3.22,3.36,8.5,0.0,Good UE
17204,362684,11.67,13.02,3.2,7.5,2.63,Good UE
17025,216957,12.33,16.85,1.73,9.0,0.0,Good UE
17206,198883,12.4,15.87,3.09,7.0,0.0,Good UE
17023,234656,12.04,4.94,3.24,9.0,0.0,MCS Limitation
17018,198956,11.05,9.44,2.94,7.0,0.0,Good UE
17164,343259,12.78,1.37,1.19,6.0,0.0,MCS Limitation
17021,215831,12.96,11.89,2.76,7.89,0.0,Good UE
17209,252131,13.68,12.39,3.01,8.33,0.93,Good UE
17022,124785,13.39,10.76,2.76,8.11,0.0,Good UE
17023,232631,11.02,4.71,2.0,9.0,0.0,MCS Limitation
17025,215757,13.99,9.13,2.34,6.5,0.0,Good UE
17206,196633,13.73,8.21,2.65,8.0,0.0,Good UE
17022,124485,11.82,14.96,2.48,7.56,0.0,Good UE
17206,195958,12.44,20.88,3.36,7.67,0.0,Good UE
17021,214256,12.27,11.86,2.43,7.56,0.0,Good UE
17017,86685,12.3,18.85,2.56,7.0,0.0,Good UE
17209,249806,12.43,18.75,2.28,6.67,0.93,Good UE
17025,214482,12.33,9.59,3.83,9.0,0.0,Good UE
17209,249281,13.36,11.04,3.08,7.67,0.93,Good UE
17209,248831,10.95,12.63,2.06,7.0,0.93,Good UE
17021,212531,12.81,14.78,2.58,7.78,0.0,Good UE
17025,213207,9.6,16.84,2.13,7.0,0.0,Good UE
17020,103260,12.16,9.44,3.28,6.0,0.0,Good UE
17206,193483,13.09,10.73,2.65,8.0,0.0,Good UE
17209,247481,13.26,12.3,2.55,6.33,0.93,Good UE
17021,212081,11.9,14.82,2.13,6.89,0.0,Good UE
17017,84210,11.19,19.22,2.95,8.0,0.0,Good UE
17021,212006,11.87,15.69,2.46,7.89,0.0,Good UE
17018,192281,12.4,18.1,2.38,6.33,0.0,Good UE
17209,245831,13.5,6.69,2.95,9.0,0.93,Good UE
17018,192206,9.26,5.05,1.91,6.0,0.0,Good UE
17205,228882,9.85,13.13,2.73,8.5,0.0,Good UE
17206,190408,12.73,14.16,2.88,8.0,0.0,Good UE
17017,81885,13.27,13.14,1.63,6.25,0.0,Good UE
17025,210282,12.04,11.27,2.86,7.0,0.0,Good UE
17023,226181,13.2,1.94,1.29,5.0,0.0,MCS Limitation
17025,208707,13.77,11.09,1.25,7.0,0.0,Good UE
17019,316484,13.51,13.29,1.56,9.0,0.0,Good UE
17020,99210,10.65,10.68,2.54,7.5,0.0,Good UE
17022,117885,12.42,12.5,2.52,6.33,0.0,Good UE
17019,315809,9.72,16.55,3.7,7.0,0.0,Good UE
17023,224231,6.83,4.89,2.29,9.0,0.0,MCS Limitation
17205,224907,11.15,12.91,2.41,6.5,0.0,Good UE
17025,207807,13.64,3.76,1.76,7.0,0.0,Good UE
17019,315434,10.87,16.48,2.61,7.0,0.0,Good UE
17164,332009,7.8,2.87,3.22,8.0,0.0,MCS Limitation
17022,117210,10.47,16.42,2.62,6.0,0.0,Good UE
17022,116985,11.96,12.18,2.77,8.33,0.0,Good UE
17021,206231,12.15,17.87,2.22,7.22,0.0,Good UE
17205,223032,13.52,7.81,2.98,7.5,0.0,Good UE
17164,330809,11.57,1.44,1.77,9.0,0.0,MCS Limitation
17021,205256,11.98,13.39,2.42,6.11,0.0,Good UE
17023,222206,11.07,2.95,3.48,5.0,0.0,MCS Limitation
17209,237806,12.0,3.89,1.5,7.0,0.93,Good UE
17018,182756,13.13,9.4,3.15,6.67,0.0,Good UE
17021,203081,11.72,13.0,2.05,8.56,0.0,Good UE
17022,112110,12.17,15.24,2.57,7.56,0.0,Good UE
17021,201881,13.41,11.95,2.7,8.0,0.0,Good UE
17022,111735,11.76,15.14,2.68,7.78,0.0,Good UE
17018,199631,13.33,12.11,1.61,6.67,0.0,Good UE
17209,251681,10.55,13.56,2.33,8.67,0.93,Good UE
17021,201581,13.25,14.37,2.94,8.0,0.0,Good UE
17018,198656,12.81,6.73,2.12,6.67,0.0,Good UE
17022,111060,11.51,12.73,2.83,7.56,0.0,Good UE
17022,110985,12.16,12.36,2.94,7.78,0.0,Good UE
17017,74985,10.91,16.59,2.65,8.75,0.0,Good UE
17022,110760,12.65,12.51,2.53,8.0,0.0,Good UE
17017,74460,13.48,16.78,2.6,7.5,0.0,Good UE
17018,197456,12.46,11.57,2.36,9.0,0.0,Good UE
17204,362234,13.96,20.13,2.24,9.0,2.63,Good UE
17019,326684,10.17,19.85,2.59,7.5,0.0,Good UE
17021,200081,11.29,6.25,2.53,8.0,0.0,Good UE
17025,200007,12.38,19.84,2.91,9.0,0.0,Good UE
17020,91785,12.25,26.54,2.12,9.0,0.0,Good UE
17206,198208,10.08,14.71,2.81,7.67,0.0,Good UE
17019,325034,12.75,24.23,2.59,8.0,0.0,Good UE
17025,217257,12.83,11.01,2.65,8.5,0.0,Good UE
17023,235256,7.37,4.6,2.2,9.0,0.0,MCS Limitation
17021,216581,12.46,11.54,2.22,7.56,0.0,Good UE
17021,216431,12.18,9.43,2.45,8.33,0.0,Good UE
17206,197758,13.86,14.49,3.15,6.67,0.0,Good UE
17023,234431,14.51,0.05,2.04,7.0,0.0,MCS Limitation
17023,234356,6.92,0.01,2.84,9.0,0.0,MCS Limitation
17022,124560,13.52,11.9,2.17,8.11,0.0,Good UE
17205,232782,14.96,20.47,2.66,5.5,0.0,Good UE
17023,234206,7.33,0.41,2.93,6.0,0.0,MCS Limitation
17022,123285,12.78,14.9,2.76,7.33,0.0,Good UE
17020,107385,9.96,12.09,2.41,7.5,0.0,Good UE
17022,122835,9.98,13.02,2.25,7.56,0.0,Good UE
17018,191906,9.68,12.35,1.66,8.67,0.0,Good UE
17206,196183,11.87,6.04,2.38,8.33,0.0,Good UE
17164,337709,13.6,3.28,2.3,9.0,0.0,MCS Limitation
17023,231881,13.95,2.32,2.37,9.0,0.0,MCS Limitation
17017,88110,12.26,6.56,2.33,8.75,0.0,Good UE
17021,212906,12.49,13.63,2.32,6.89,0.0,Good UE
17164,336284,10.57,0.03,3.75,4.0,0.0,MCS Limitation
17018,188681,10.97,20.77,2.74,8.0,0.0,Good UE
17023,227681,7.97,3.07,3.93,9.0,0.0,MCS Limitation
17017,83085,12.29,7.68,2.75,7.25,0.0,Good UE
17021,206756,13.02,10.74,2.18,7.67,0.0,Good UE
17025,208407,13.16,12.63,1.42,8.0,0.0,Good UE
17022,115185,10.61,12.49,2.4,6.89,0.0,Good UE
17206,188458,13.09,14.17,2.49,7.0,0.0,Good UE
17204,349484,11.93,11.61,3.09,7.0,2.63,Good UE
17020,95685,11.09,11.73,2.97,8.5,0.0,Good UE
17020,95160,13.34,10.57,3.26,6.5,0.0,Good UE
17025,206082,13.75,15.23,2.55,9.0,0.0,Good UE
17023,222581,14.36,3.22,2.05,7.0,0.0,MCS Limitation
17017,77310,10.45,13.17,3.19,7.75,0.0,Good UE
17164,327134,14.19,3.23,1.48,9.0,0.0,MCS Limitation
17205,235932,10.51,14.54,2.48,6.0,0.0,Good UE
17022,109560,12.95,13.43,2.62,6.56,0.0,Good UE
17022,126135,12.01,14.89,2.16,7.78,0.0,Good UE
17021,214706,11.87,14.52,3.3,7.0,0.0,Good UE
17017,87960,9.59,15.22,1.79,8.5,0.0,Good UE
17206,197233,13.12,7.89,2.35,7.67,0.0,Good UE
17022,124185,12.96,11.47,2.27,8.44,0.0,Good UE
17209,248156,13.69,20.33,2.73,7.67,0.93,Good UE
17205,230157,11.1,13.55,2.75,7.0,0.0,Good UE
17022,123585,12.21,11.18,2.56,7.67,0.0,Good UE
17018,195206,10.87,15.19,1.55,8.0,0.0,Good UE
17164,338759,11.57,2.79,2.97,6.0,0.0,MCS Limitation
17017,85335,13.17,13.6,2.74,5.5,0.0,Good UE
17022,120510,11.58,10.71,2.27,7.56,0.0,Good UE
17021,211106,12.69,11.66,2.43,7.0,0.0,Good UE
17019,318059,13.0,11.89,1.55,7.5,0.0,Good UE
17164,336584,11.66,1.99,3.59,7.0,0.0,MCS Limitation
17020,101985,13.57,12.01,1.79,4.5,0.0,Good UE
17023,229781,11.63,0.98,1.33,7.0,0.0,MCS Limitation
17206,192733,12.55,18.98,2.95,7.0,0.0,Good UE
17017,80310,9.13,16.86,2.04,6.75,0.0,Good UE
17018,189281,12.92,15.27,2.46,7.33,0.0,Good UE
17017,78285,12.77,11.89,2.84,7.25,0.0,Good UE
17018,189056,11.78,17.61,2.95,7.0,0.0,Good UE
17021,206981,11.36,10.91,2.56,7.0,0.0,Good UE
17019,314384,11.44,15.32,2.25,8.5,0.0,Good UE
17023,225806,13.33,3.25,3.31,7.0,0.0,MCS Limitation
17017,76785,9.66,10.36,3.2,6.75,0.0,Good UE
17018,187481,11.01,9.56,3.35,8.33,0.0,Good UE
17204,351059,12.58,8.33,2.45,6.5,2.63,Good UE
17022,113910,10.51,12.08,2.2,7.0,0.0,Good UE
17021,204281,12.25,13.98,2.77,6.56,0.0,Good UE
17209,240731,12.15,10.86,2.74,7.33,0.93,Good UE
17018,185906,11.06,10.98,2.48,8.67,0.0,Good UE
17021,202856,11.97,10.58,2.71,7.22,0.0,Good UE
17020,93285,13.96,13.74,1.25,6.0,0.0,Good UE
